Date,Open,High,Low,Close,Adj Close,Volume
2021-02-24,100.795,101.831,99.9325,101.41,101.41,2356300
2021-02-25,101.41,101.454,97.6675,98.8675,98.8675,2497460
2021-02-26,99.1975,100.622,96.53,99.445,99.445,2733004
2021-03-01,100.1,100.498,98.2462,99.1675,99.1675,2867844
2021-03-02,99.0,99.615,96.79,97.9775,97.9775,2661860
2021-03-03,96.6975,96.6975,91.15,92.175,92.175,5245296
2021-03-04,91.97,92.945,88.035,89.0675,89.0675,4117652
2021-03-05,90.3775,91.8625,86.8075,91.0225,91.0225,3169508
2021-03-08,90.4075,91.74,87.1925,88.015,88.015,3461344
2021-03-09,89.235,91.3475,89.235,90.735,90.735,3337968
2021-03-10,92.44,92.97,89.095,89.0975,89.0975,4384732
2021-03-11,88.965,91.7762,88.7425,91.695,91.695,2452832
2021-03-12,89.8075,90.141,88.1475,89.4325,89.4325,3695900
2021-03-15,88.44,90.745,87.76,90.4825,90.4825,3287272
2021-03-16,91.7425,91.885,88.25,88.6625,88.6625,3118388
2021-03-17,88.39,88.39,85.29,87.925,87.925,4123084
2021-03-18,87.0,87.29,84.285,84.7875,84.7875,4789176
2021-03-19,84.9225,86.93,84.47,86.1575,86.1575,3724072
2021-03-22,85.88,90.53,85.7068,89.955,89.955,4216848
2021-03-23,88.22,91.675,88.22,91.0425,91.0425,3465324
2021-03-24,90.6675,90.6675,88.6125,88.9325,88.9325,3529848
2021-03-25,88.9475,89.3525,85.0838,87.0475,87.0475,3526984
2021-03-26,86.7325,88.3625,85.1112,88.1825,88.1825,2802128
2021-03-29,88.22,88.7125,86.325,87.3425,87.3425,2506348
2021-03-30,86.645,87.6038,85.3175,86.8,86.8,2626400
2021-03-31,87.5,90.875,87.0,89.8475,89.8475,2905048
2021-04-01,90.6025,92.6615,90.2525,91.375,91.375,2214656
2021-04-05,91.875,92.2925,90.385,92.04,92.04,1834788
2021-04-06,90.8725,94.675,90.8725,93.25,93.25,3251720
2021-04-07,93.3925,93.4212,91.6475,92.35,92.35,1802520
2021-04-08,94.33,95.5675,93.045,94.595,94.595,1727972
2021-04-09,94.6,95.7925,93.275,95.7225,95.7225,1725400
2021-04-12,95.0675,97.16,94.2188,96.7875,96.7875,2360780
2021-04-13,96.075,97.5475,95.685,97.025,97.025,1898908
2021-04-14,97.26,98.37,96.495,97.775,97.775,2041188
2021-04-15,98.5775,100.265,98.2325,99.8725,99.8725,2102140
2021-04-16,100.142,100.412,98.41,100.01,100.01,2200200
2021-04-19,99.15,99.7525,97.9112,98.26,98.26,1558968
2021-04-20,97.4525,98.895,95.8162,97.2275,97.2275,2902792
2021-04-21,97.8325,100.9,97.1875,100.405,100.405,2273952
2021-04-22,100.785,103.405,100.785,102.595,102.595,3198624
2021-04-23,102.138,104.148,102.0,103.75,103.75,1636816
2021-04-26,103.958,104.75,102.604,104.692,104.692,2087244
2021-04-27,104.21,105.75,104.21,105.425,105.425,3025640
2021-04-28,104.568,106.655,104.292,106.442,106.442,2047116
2021-04-29,107.0,107.235,104.662,105.425,105.425,2930340
2021-04-30,100.0,100.79,96.205,96.525,96.525,10977756
2021-05-03,96.525,96.6362,93.875,95.1425,95.1425,3723420
2021-05-04,94.6575,94.7425,91.5562,92.855,92.855,3737896
2021-05-05,92.9975,93.5338,90.1875,91.485,91.485,3365260
2021-05-06,90.1875,90.72,87.6612,89.335,89.335,3480916
2021-05-07,90.6425,92.595,89.625,89.685,89.685,2849536
2021-05-10,89.8175,89.8175,85.605,85.6725,85.6725,3306212
2021-05-11,84.38,88.745,84.045,87.0,87.0,6265352
2021-05-12,86.0,86.0,82.39,83.37,83.37,4522472
2021-05-13,84.085,84.5,79.6125,80.99,80.99,5070964
2021-05-14,81.675,84.095,81.1475,83.3125,83.3125,3219196
2021-05-17,82.8,83.42,80.4825,81.35,81.35,3251972
2021-05-18,82.4965,84.37,82.2175,82.5275,82.5275,3340144
2021-05-19,80.8675,83.225,80.75,83.0725,83.0725,2201124
2021-05-20,84.02,86.44,83.425,86.075,86.075,2067832
2021-05-21,86.1475,87.875,85.39,85.5225,85.5225,2522124
